GEOID,NAME,dissim_white_nonwhite,nh_white_pct,gini,gini_chg_10yr,poverty_rate_persons,poverty_rate_persons_chg_10yr,monthly_housing_cost,associates_plus_pct,share_of_msa_pct,unemployment_rate,lfpr,median_hh_income,total_pop,pop_chg_pct_2000_24,lfpr_chg_10yr,manuf_pct,manuf_pct_chg_1980_24,med_hh_inc_chg_pct_10yr,foreign_born_pct,hh_with_children_pct,pop_20_64_pct,home_value_income_ratio,homeownership_rate,rent_burdened_pct,vacancy_rate,housing_pre1980_pct,median_gross_rent,land_area_sqmi,pop_density_sqmi,rev_per_capita,exp_per_capita,constr_per_capita,debt_per_capita,police_share,fire_share,highway_share,parks_share,debt_burden,emp_per_capita,pay_per_capita,avg_ft_pay,police_emp_share,fire_emp_share,knn_distance,knn_rank,is_target,method,theme
4714000,"Chattanooga city, Tennessee",42.33719440437132,55.32311548604402,0.5037,0.0105,23.033003835142875,2.1928819110508435,1323,43.63078523936679,32.52497184775538,6.134687698,65.54450378993828,66060,191495,23.10515962,3.9054654073938764,6.524182136019313,-17.18794645,59.349671941335394,10.316196245332776,23.866540118274074,58.38220319068383,4.900090826521344,49.10686038305225,48.86072922893007,8.126236710601335,49.16434696090597,1396,142.35221373274953,1345.2196841807504,2.602743285230213,2.0069881239783047,0.2088967316582044,3.5824717714434184,0.2269570494235048,0.15215696851190075,0.039387769,0.064726586,1.5746755873213767,0.01726367,97.27039535869105,5873.1718017414605,0.16912257200267916,0.14132618888144674,0,0,TRUE,KNN,Extended Comprehensive
0541000,"Little Rock city, Arkansas",52.713781009945016,44.35600826200115,0.4947,-0.0021,18.18040816734961,1.5435630668876748,1152,55.004306892539255,26.563409986782695,3.9679668325690094,64.24704293680762,66553,204793,11.827469653202863,1.169886193,4.964820641272363,-8.696871967,44.68358007782778,9.548666214177242,29.027023372174266,56.995112137621895,4.0674349766351625,53.348058329013504,40.94642253248949,10.378330337124044,56.11630678489911,1136,121.2430674,1689.1110096644013,2.2091364863089162,1.6217743321237605,0.49114552272750245,2.5664136334691157,0.24490953398941706,0.17782195989953067,0.058355719,0.10371960834418842,1.160298959673347,0.016695914504298446,86.67947491915766,5903.650263620387,0.21687170474516695,0.15043936731107205,4.016316012,1,FALSE,KNN,Extended Comprehensive
3901000,"Akron city, Ohio",37.16709914736872,51.678450352983354,0.4526,-0.011,22.131266964174902,-0.592029811,957,33.30763359967603,27.01033453003308,5.844051769042753,64.00338520128483,48521,189669,-12.62472705,1.9395660430482877,5.606740855799306,-23.97384935,39.50432707512723,9.868244152,24.890859874445663,59.38767009896188,2.9306898044145835,53.943442953406674,52.658563425370154,8.350488255,53.945632092900496,968,61.93278084199391,3062.4977180322853,1.2056848679041194,2.266732655081278,0.008632917,2.355352714879027,0.16495072771717845,0.15226238334691378,0.092611183,0.028048511477358158,0.9828922434901101,0.011723578,66.72388055742697,6322.5168,0.288,0.2176,4.8043951,2,FALSE,KNN,Extended Comprehensive
4075000,"Tulsa city, Oklahoma",35.358190514860034,49.069991200332645,0.4991,-0.0045,16.886131321697988,-2.697124283,1126,43.018873415695346,39.00820710226014,5.388774326285776,64.86346306,60930,413652,5.241840075919288,-1.202512361,7.743216741553509,-11.11080646,42.349835291918794,13.188138822004971,26.316800795731982,58.09134248111939,3.8470375841129165,51.01557554932634,45.50562445918661,8.840621522482794,68.17376251906194,1099,197.72483936229347,2092.058849733395,1.7121210617958855,1.2230718860221348,0.046090196,3.3131042796267542,0.249823059,0.1795899825796338,0.045840507,0.083936151,2.4645301873493954,0.010185326816666545,65.65261358642475,6549.2208991494535,0.23839611178614825,0.18323207776427702,5.018305613665185,3,FALSE,KNN,Extended Comprehensive
4803000,"Amarillo city, Texas",41.77705870361312,48.48898115456689,0.4745,0.008,17.750468140841324,1.7754198561456818,1121,38.126896615626954,71.13103150935939,3.262917875852712,68.68607192,67187,197979,14.025468389133028,0.19009914301142317,8.155334132,-7.635236257,34.36593804371738,10.778920996671363,30.417744635519707,55.64681102541179,3.1836515992677157,58.313042154923146,49.487390100696665,9.836028083,65.16568710407758,1123,106.08990440500517,1866.1436364783794,1.483706813,1.2636210644414838,0.073742575,2.550332074488866,0.19611394958915837,0.14103778633064723,0.058191663,0.079734588,1.858030615409878,0.011465987,60.35807860262009,5704.360710854947,0.23246878001921228,0.15225744476464936,5.031570112126417,4,FALSE,KNN,Extended Comprehensive
3915000,"Cincinnati city, Ohio",46.17833797161632,47.72509320004827,0.5408,-0.0177,25.693040978807712,-4.275757555,1186,48.90553137674322,13.66337441274833,5.681633127835291,67.60046664,56910,314914,-4.941666541,1.715240450156486,4.0364800118393545,-18.25140676,74.10058737151249,6.8628260413954285,21.70124140198953,61.15066335570981,4.626603408891231,40.10851990901866,50.280256234271334,9.302513437101934,40.400161555907665,1115,77.91444339873823,4041.7923335264413,0.5266624637167212,1.6285872834495712,0.14614445013593916,4.319552254488619,0.33796722871550033,0.1522955423875415,0.002167413,0.11145341675017087,2.3420796353828215,0.020910269,133.63812828540318,7503.463556851312,0.21749271137026238,0.17337220602526726,5.134505174141849,5,FALSE,KNN,Extended Comprehensive
4164900,"Salem city, Oregon",24.431281398223753,56.556109297130085,0.4092,-0.0121,12.429549231287695,-1.884847153,1522,39.43543290499263,40.68166236671658,6.381847959305416,63.06866307822618,79638,180389,31.743887119862112,2.4233364942180415,7.769217401378671,-4.247870266,62.34430741004995,14.138888734900688,29.611362895820374,57.59109480068075,5.437102890579874,54.12482597,53.16394395299283,7.078074895748751,47.76702770399527,1507,49.030117362199015,3679.1468123034797,1.9162663240302233,1.347527730242025,0.16651221495130508,1.4118459727899666,0.21692445299513116,0.17098701364453334,0.06580091,0.065813567,0.9088716465981042,0.007555483,60.54436099545319,8358.150393700787,0.18110236220472442,0.19055118110236222,5.459974328361281,6,FALSE,KNN,Extended Comprehensive
1270600,"Tallahassee city, Florida",38.93060602554181,49.15915374150986,0.4999,-0.0063,28.561405763802977,-2.666650503,1334,61.237104350498264,51.38863136,7.459914133006221,64.95988901965465,56511,205091,36.16090397280646,-2.164754729,3.3792228450234814,-0.131020661,48.381252461599054,9.035501314050835,22.434065256621498,60.82275672750145,5.211374776592168,44.50497102570138,58.94043747854012,12.155136763750221,48.51420806994742,1369,102.5781631870117,1999.3631551590147,1.2607907256298199,2.6237788168658254,0.05774579,5.075196357079552,0.13205375099977482,0.093778877,0.087720048,0.041732347665380226,1.8370382251917896,0.018802266,112.4247140994691,7556.711174580507,0.1553016779721528,0.10674759014637629,5.5029966122900715,7,FALSE,KNN,Extended Comprehensive
2758000,"St. Paul city, Minnesota",44.23702950073989,48.89750360994393,0.4878,-0.0011,16.937352657522503,-5.051578961,1385,51.42442978433866,8.182222657447461,4.721678554644044,69.13733898527865,70182,307484,7.080943475732281,-1.473326291,2.7204045954045952,-18.0313012,43.65366902057108,16.997957617306916,25.565441931369193,60.41550129,4.300247926818843,49.7666677,46.74387638187842,5.399161209624015,41.00875579427562,1247,51.98027878205202,5915.397285,1.7079979264272929,1.9182731964644932,0.096600449,2.7339664902825733,0.2413714569307932,0.12535203367965914,0.080648643,0.1045435926895968,1.2503563696223974,0.012227221152070084,87.220093279151385,8220.634615384615,0.25737179487179485,0.1951923076923077,5.616914859801577,8,FALSE,KNN,Extended Comprehensive
3775000,"Winston-Salem city, North Carolina",45.03275591446582,43.150417152106094,0.5376,0.0515,16.370625771081677,-7.765897565,1231,50.1990638,36.27151379704958,4.2180729535964705,62.665707684501434,57758,255782,37.68301610541728,-1.012465472,5.109561098,-22.09084427,41.32472044826152,11.77956228350705,25.956115736694418,57.59240290559931,4.868589632605007,57.87570725424352,58.95778277677069,6.519832123568062,50.28122742440401,1271,133.72491273714766,1912.7475558931205,1.3625741600567485,0.961964758,0.1610321145289224,3.4148166956858192,0.32705142976851365,0.1497727034670577,0.0584393,0.081085158,2.8144145999561525,0.009452954,45.500425701213445,5170.524452724732,0.25477410340009315,0.17233348858872846,5.680706260510513,9,FALSE,KNN,Extended Comprehensive
3722920,"Fayetteville city, North Carolina",27.276711109652545,33.047712246700236,0.4527,-0.0087,18.231438237308385,-0.132590421,1290,41.65222102,53.194163712634456,6.031586021505377,65.26967532231265,54562,209485,73.10663967276784,0.5068419483525304,4.293632346555643,-8.072722086,31.617416475696537,8.088407284531112,30.35422017800609,59.15316132419982,3.8726586268831786,51.72331401947316,59.707993071022024,10.481680319979466,58.72564327422839,1372,148.2656509183743,1412.9031147971637,1.3315179140785527,0.7585224723081646,0.048827378,3.4352282657471482,0.35592186,0.1952261447351214,0.031871369,0.088047925,3.875489595267912,0.011040201462132491,64.73080292809506,6195.964368347987,0.2100879222582138,0.15363257751041184,5.683525380241537,10,FALSE,KNN,Extended Comprehensive
4123850,"Eugene city, Oregon",13.111253926890196,72.20522515367277,0.4648,-0.0179,19.87756697926575,-1.771151682,1514,50.95742942880973,46.75493468,7.475655276660942,62.68186648632982,70781,178789,29.65777813231999,0.7975575670077433,4.089843185632203,-7.335433282,57.18632023095714,7.846679605568576,20.649313426613514,60.15862273406082,6.654328138907334,48.24643685348759,55.39332913782253,6.555640772798656,54.45381834118549,1492,44.696056152937324,4000.106841378451,1.5950264379228336,1.5580191184280403,0.2005934101456972,1.9523540141771918,0.24818732516996722,0.18329041699857357,0.049065412,0.1462218187880921,1.1051864535271283,0.014230875153858692,107.43386183911018,8984.081304771178,0.15141187925998054,0.096884129,5.745542841625739,11,FALSE,KNN,Extended Comprehensive
